strut_id,defect,subtype,region,orientation,x0,y0,z0,x1,y1,z1,z_slice_from,z_slice_to,length_um,node0_state,node1_state,gap_um,surviving_piece_um,diameter_median_um,diameter_thinnest_um,bow_um,graph_hops,detached_at_joint
17482,thin,,interior,flat,219.62,486.46,695.54,258.79,525.29,696.21,696,696,3205.0,junction,junction,0.0,1955.0,201.0,164.0,58.0,,0
17488,thin,,interior,flat,259.23,447.08,695.54,297.09,486.36,696.09,696,696,3170.0,junction,junction,0.0,1934.0,201.0,116.0,50.0,,0
17510,thin,,interior,flat,297.09,486.36,696.09,336.67,525.58,696.33,696,696,3237.0,junction,junction,0.0,1975.0,201.0,164.0,71.0,,0
17516,thin,,interior,flat,336.83,447.0,695.92,375.64,485.91,695.64,696,696,3193.0,junction,junction,0.0,1948.0,201.0,164.0,58.0,,0
17535,thin,,boundary,vertical,451.71,435.33,744.14,414.78,445.46,703.83,704,744,3230.0,junction,junction,0.0,1971.0,329.0,116.0,54.0,,0
17538,thin,,interior,flat,375.64,485.91,695.64,414.75,525.35,695.95,696,696,3227.0,junction,junction,0.0,1969.0,201.0,164.0,53.0,,0
17544,thin,,interior,flat,414.78,445.46,703.83,453.92,485.83,696.0,696,704,3298.0,junction,junction,0.0,2013.0,164.0,164.0,85.0,,0
17566,thin,,interior,flat,453.92,485.83,696.0,492.91,524.82,696.18,696,696,3204.0,junction,junction,0.0,1955.0,164.0,164.0,108.0,,0
17572,thin,,interior,flat,494.05,445.65,696.17,532.12,485.0,696.88,696,697,3182.0,junction,junction,0.0,1941.0,201.0,164.0,93.0,,0
17573,thin,,boundary,vertical,494.05,445.65,696.17,493.04,481.92,743.83,696,744,3480.0,junction,junction,0.0,2123.0,349.0,116.0,123.0,,0
17586,thin,,boundary,vertical,531.83,521.67,744.42,532.12,485.0,696.88,697,744,3488.0,junction,junction,0.0,2128.0,329.0,188.0,93.0,,0
17594,thin,,interior,flat,532.12,485.0,696.88,570.91,523.36,697.91,697,698,3170.0,junction,junction,0.0,1934.0,164.0,116.0,57.0,,0
17600,thin,,interior,flat,562.15,445.39,691.3,610.0,483.64,697.0,691,697,3574.0,junction,junction,0.0,2181.0,201.0,164.0,66.0,,0
17614,thin,,boundary,vertical,602.89,524.89,743.11,610.0,483.64,697.0,697,743,3618.0,junction,junction,0.0,2208.0,329.0,164.0,97.0,,0
17628,thin,,interior,flat,649.08,444.17,697.17,688.0,482.38,697.85,697,698,3169.0,junction,junction,0.0,1934.0,232.0,164.0,77.0,,0
17641,thin,,interior,vertical,695.08,521.75,648.89,688.0,482.38,697.85,649,698,3673.0,junction,junction,0.0,2241.0,285.0,116.0,54.0,,0
17654,thin,,interior,flat,688.0,482.38,697.85,727.38,520.92,698.31,698,698,3202.0,junction,junction,0.0,1954.0,201.0,164.0,74.0,,0
17707,thin,,boundary,vertical,212.03,516.99,740.22,180.38,525.85,695.77,696,740,3212.0,junction,junction,0.0,1960.0,349.0,159.0,605.0,,0
17710,thin,,interior,flat,141.73,565.27,695.64,180.77,604.46,695.69,696,696,3214.0,junction,junction,0.0,1961.0,232.0,164.0,64.0,,0
17714,thin,,boundary,vertical,220.25,565.25,695.5,190.0,564.0,744.0,696,744,3322.0,junction,junction,0.0,2027.0,329.0,159.0,216.0,,0
17716,thin,,interior,flat,180.38,525.85,695.77,220.25,565.25,695.5,696,696,3257.0,junction,junction,0.0,1987.0,232.0,164.0,80.0,,0
17717,thin,,boundary,vertical,180.38,525.85,695.77,190.0,564.0,744.0,696,744,3616.0,junction,junction,0.0,2207.0,349.0,164.0,223.0,,0
17718,thin,,boundary,vertical,180.77,604.46,695.69,190.0,564.0,744.0,696,744,3700.0,junction,junction,0.0,2258.0,349.0,116.0,198.0,,0
17738,thin,,interior,flat,220.25,565.25,695.5,258.92,604.5,696.33,696,696,3201.0,junction,junction,0.0,1953.0,232.0,164.0,118.0,,0
17744,thin,,interior,flat,258.79,525.29,696.21,297.5,564.7,696.1,696,696,3210.0,junction,junction,0.0,1959.0,201.0,164.0,95.0,,0
17758,thin,,boundary,vertical,303.67,605.0,743.67,297.5,564.7,696.1,696,744,3640.0,junction,junction,0.0,2221.0,349.0,164.0,183.0,,0
17786,thin,,boundary,vertical,381.29,598.0,745.0,376.0,560.46,699.79,700,745,3428.0,junction,junction,0.0,2092.0,260.0,164.0,383.0,,0
17794,thin,,interior,flat,376.0,560.46,699.79,415.58,603.92,696.42,696,700,3421.0,junction,junction,0.0,2087.0,201.0,164.0,63.0,,0
17800,thin,,interior,flat,414.75,525.35,695.95,460.03,564.36,701.97,696,702,3490.0,junction,junction,0.0,2129.0,164.0,164.0,58.0,,0
17815,thin,,boundary,vertical,455.44,527.48,744.7,460.03,564.36,701.97,702,745,3290.0,junction,junction,0.0,2008.0,285.0,140.0,264.0,,0
17822,thin,,interior,flat,460.03,564.36,701.97,493.7,603.1,696.1,696,702,3002.0,junction,junction,0.0,1831.0,201.0,164.0,63.0,,0
17828,thin,,interior,flat,492.91,524.82,696.18,533.12,562.77,697.73,696,698,3214.0,junction,junction,0.0,1961.0,201.0,116.0,71.0,,0
17830,thin,,boundary,vertical,493.7,603.1,696.1,502.0,559.0,746.0,696,746,3899.0,junction,junction,0.0,2379.0,329.0,164.0,240.0,,0
17847,thin,,boundary,vertical,602.89,524.89,743.11,570.91,523.36,697.91,698,743,3218.0,junction,junction,0.0,1964.0,349.0,174.0,124.0,,0
17850,thin,,interior,flat,533.12,562.77,697.73,572.0,602.46,697.08,697,698,3229.0,junction,junction,0.0,1970.0,164.0,116.0,101.0,,0
17856,thin,,interior,flat,570.91,523.36,697.91,611.0,562.62,697.38,697,698,3260.0,junction,junction,0.0,1989.0,201.0,116.0,103.0,,0
17870,thin,,boundary,vertical,612.9,593.95,745.9,611.0,562.62,697.38,697,746,3358.0,junction,junction,0.0,2049.0,329.0,164.0,105.0,,0
17871,thin,,boundary,vertical,602.89,524.89,743.11,611.0,562.62,697.38,697,743,3477.0,junction,junction,0.0,2122.0,339.0,140.0,119.0,,0
17878,thin,,interior,flat,611.0,562.62,697.38,649.67,602.0,697.33,697,697,3206.0,junction,junction,0.0,1956.0,164.0,164.0,76.0,,0
17884,thin,,interior,flat,649.33,522.5,697.42,688.71,561.5,697.5,697,698,3220.0,junction,junction,0.0,1965.0,232.0,164.0,78.0,,0
17916,thin,,boundary,flat,727.38,520.92,698.31,763.73,560.27,698.0,698,698,3112.0,junction,junction,0.0,1899.0,232.0,164.0,86.0,,0
17934,thin,,boundary,vertical,74.0,611.0,735.0,103.27,604.0,696.27,696,735,2850.0,junction,junction,0.0,1739.0,349.0,116.0,466.0,,0
18026,thin,,boundary,vertical,376.64,643.0,696.09,341.33,642.37,744.6,696,745,3486.0,junction,junction,0.0,2127.0,349.0,164.0,204.0,,0
18029,thin,,boundary,vertical,337.25,604.17,696.0,341.33,642.37,744.6,696,745,3599.0,junction,junction,0.0,2196.0,329.0,164.0,122.0,,0
18046,thin,,boundary,vertical,381.29,598.0,745.0,415.58,603.92,696.42,696,745,3472.0,junction,junction,0.0,2119.0,349.0,116.0,222.0,,0
18056,thin,,interior,flat,415.58,603.92,696.42,446.61,643.42,707.15,696,707,2984.0,junction,junction,152.0,1669.0,201.0,164.0,108.0,,0
18068,thin,,interior,vertical,454.69,603.31,657.0,446.61,643.42,707.15,657,707,3761.0,junction,junction,0.0,2295.0,285.0,116.0,64.0,,0
18069,thin,,interior,vertical,459.67,682.53,655.25,446.61,643.42,707.15,655,707,3851.0,junction,junction,0.0,2350.0,285.0,164.0,109.0,,0
18075,thin,,boundary,vertical,528.5,604.75,744.25,493.7,603.1,696.1,696,744,3453.0,junction,junction,0.0,2107.0,349.0,164.0,399.0,,0
18076,thin,,boundary,vertical,446.61,643.42,707.15,504.0,643.71,745.0,707,745,3994.0,junction,junction,68.0,2370.0,581.0,159.0,971.0,,0
18078,thin,,interior,flat,446.61,643.42,707.15,494.42,681.42,697.25,697,707,3594.0,junction,junction,0.0,2193.0,201.0,164.0,58.0,,0
18084,thin,,interior,flat,493.7,603.1,696.1,533.0,641.75,696.67,696,697,3203.0,junction,junction,0.0,1954.0,201.0,116.0,68.0,,0
18085,thin,,boundary,vertical,493.7,603.1,696.1,504.0,643.71,745.0,696,745,3741.0,junction,junction,0.0,2283.0,329.0,183.0,158.0,,0
18086,thin,,boundary,vertical,494.42,681.42,697.25,504.0,643.71,745.0,697,745,3578.0,junction,junction,0.0,2183.0,285.0,140.0,71.0,,0
18099,thin,,boundary,vertical,528.5,604.75,744.25,533.0,641.75,696.67,697,744,3512.0,junction,junction,0.0,2143.0,285.0,164.0,95.0,,0
18106,thin,,interior,flat,533.0,641.75,696.67,572.5,682.0,697.4,697,697,3277.0,junction,junction,0.0,1999.0,201.0,164.0,57.0,,0
18112,thin,,interior,flat,572.0,602.46,697.08,611.33,641.67,697.33,697,697,3227.0,junction,junction,0.0,1969.0,201.0,164.0,62.0,,0
18130,thin,,boundary,vertical,612.9,593.95,745.9,649.67,602.0,697.33,697,746,3570.0,junction,junction,0.0,2178.0,349.0,164.0,499.0,,0
18134,thin,,interior,flat,611.33,641.67,697.33,646.56,683.33,697.22,697,697,3170.0,junction,junction,0.0,1934.0,201.0,164.0,70.0,,0
18140,thin,,interior,flat,649.67,602.0,697.33,688.82,640.36,697.82,697,698,3185.0,junction,junction,0.0,1943.0,201.0,164.0,118.0,,0
18142,thin,,boundary,vertical,646.56,683.33,697.22,650.88,644.38,743.31,697,743,3515.0,junction,junction,0.0,2145.0,285.0,188.0,101.0,,0
18159,thin,,boundary,vertical,764.5,684.0,731.5,764.33,639.33,699.0,699,732,3209.0,junction,junction,0.0,1958.0,232.0,164.0,222.0,,0
18166,thin,,interior,flat,688.82,640.36,697.82,729.0,679.5,699.0,698,699,3260.0,junction,junction,0.0,1989.0,201.0,116.0,70.0,,0
18202,thin,,boundary,vertical,142.75,723.5,695.92,102.92,713.58,744.5,696,744,3695.0,junction,junction,0.0,2255.0,329.0,140.0,253.0,,0
18205,thin,,boundary,vertical,103.5,683.12,695.62,102.92,713.58,744.5,696,744,3346.0,junction,junction,0.0,2042.0,285.0,140.0,353.0,,0
18212,thin,,boundary,flat,143.8,755.3,737.86,188.75,723.0,729.0,729,738,3257.0,partial,junction,0.0,1987.0,493.0,116.0,155.0,,0
18333,thin,,boundary,vertical,415.92,682.15,696.62,415.5,718.5,741.5,697,742,3356.0,junction,junction,0.0,2048.0,260.0,164.0,91.0,,0
18350,thin,,boundary,vertical,458.0,668.67,743.67,494.42,681.42,697.25,697,744,3507.0,junction,junction,0.0,2140.0,329.0,116.0,343.0,,0
18364,thin,,interior,flat,494.42,681.42,697.25,533.58,720.75,697.08,697,697,3225.0,junction,junction,0.0,1968.0,232.0,164.0,58.0,,0
18396,thin,,interior,flat,572.5,682.0,697.4,611.75,720.5,697.38,697,697,3194.0,junction,junction,0.0,1949.0,201.0,164.0,68.0,,0
18428,thin,,interior,flat,646.56,683.33,697.22,689.0,720.82,697.73,697,698,3290.0,junction,junction,0.0,2008.0,201.0,164.0,120.0,,0
18464,thin,,boundary,flat,729.0,679.5,699.0,764.88,719.5,698.75,699,699,3122.0,junction,junction,0.0,1905.0,201.0,164.0,58.0,,0
0,bent,,boundary,flat,64.0,57.0,33.0,108.08,98.58,18.67,19,33,3618.0,junction,junction,0.0,2208.0,604.0,435.0,739.0,,0
13,bent,,boundary,vertical,64.75,97.42,63.25,108.08,98.58,18.67,19,63,3613.0,junction,junction,0.0,2204.0,349.0,329.0,287.0,,0
35,bent,,boundary,vertical,217.0,55.38,107.0,178.44,56.0,68.11,68,107,3182.0,junction,junction,0.0,1941.0,329.0,329.0,218.0,,0
37,bent,,boundary,vertical,140.17,92.42,67.92,171.0,99.0,27.0,27,68,3001.0,junction,junction,0.0,1831.0,385.0,329.0,281.0,,0
53,bent,,boundary,vertical,214.67,138.17,20.5,217.81,93.38,68.19,20,68,3806.0,junction,junction,0.0,2322.0,419.0,349.0,341.0,,0
58,bent,,boundary,vertical,217.0,55.38,107.0,257.0,55.4,68.5,68,107,3226.0,junction,junction,0.0,1968.0,285.0,201.0,408.0,,0
61,bent,,boundary,vertical,217.81,93.38,68.19,266.06,98.29,34.9,35,68,3417.0,junction,junction,0.0,2085.0,394.0,272.0,285.0,,0
64,bent,,boundary,vertical,296.29,98.17,62.06,266.06,98.29,34.9,35,62,2361.0,junction,junction,0.0,1441.0,349.0,260.0,239.0,,0
90,bent,,interior,vertical,373.75,91.83,68.75,335.0,91.82,107.82,69,108,3197.0,junction,junction,0.0,1951.0,329.0,260.0,252.0,,0
154,bent,,boundary,vertical,529.67,53.33,109.11,569.0,54.0,69.5,70,109,3244.0,junction,junction,0.0,1979.0,329.0,285.0,252.0,,0
167,bent,,boundary,vertical,577.45,129.29,75.43,569.28,91.16,29.62,30,75,3496.0,junction,partial,0.0,2133.0,403.0,260.0,218.0,,0
197,bent,,boundary,vertical,682.29,131.38,22.41,685.36,89.18,69.82,22,70,3692.0,junction,junction,0.0,2253.0,403.0,367.0,1008.0,,0
201,bent,,boundary,vertical,754.5,124.38,38.0,761.75,87.25,69.12,38,69,2846.0,junction,junction,0.0,1737.0,285.0,232.0,345.0,,0
212,bent,,boundary,vertical,761.75,87.25,69.12,729.0,99.0,22.0,22,69,3403.0,junction,junction,0.0,2077.0,403.0,201.0,633.0,,0
229,bent,,boundary,vertical,135.17,133.83,16.0,103.05,132.23,67.36,16,67,3521.0,junction,junction,0.0,2148.0,385.0,201.0,546.0,,0
239,bent,,boundary,vertical,103.05,132.23,67.36,106.33,171.4,26.73,27,67,3285.0,junction,junction,0.0,2004.0,349.0,349.0,413.0,,0
253,bent,,boundary,vertical,214.67,138.17,20.5,179.27,132.93,68.2,20,68,3465.0,junction,junction,0.0,2114.0,479.0,260.0,446.0,,0
256,bent,,interior,vertical,140.64,171.36,68.55,180.21,171.0,108.07,69,108,3250.0,junction,junction,0.0,1983.0,403.0,329.0,233.0,,0
383,bent,,boundary,vertical,577.45,129.29,75.43,569.74,169.46,29.69,30,75,3566.0,junction,partial,0.0,2176.0,479.0,349.0,255.0,,0
397,bent,,boundary,vertical,682.29,131.38,22.41,646.9,128.6,70.6,22,71,3478.0,junction,junction,0.0,2122.0,435.0,385.0,1059.0,,0
421,bent,,boundary,vertical,754.44,201.0,34.44,761.08,166.25,71.42,34,71,2973.0,junction,junction,0.0,1814.0,349.0,260.0,318.0,,0
424,bent,,boundary,vertical,682.29,131.38,22.41,724.82,127.09,70.91,22,71,3756.0,junction,junction,0.0,2292.0,479.0,435.0,500.0,,0
432,bent,,boundary,vertical,761.08,166.25,71.42,725.89,174.78,32.56,33,71,3086.0,junction,junction,0.0,1883.0,403.0,349.0,599.0,,0
450,bent,,boundary,vertical,65.88,210.0,106.12,102.62,210.23,68.15,68,106,3070.0,junction,junction,0.0,1873.0,349.0,285.0,234.0,,0
453,bent,,boundary,vertical,66.6,248.8,68.2,109.33,249.67,23.0,23,68,3614.0,junction,junction,0.0,2205.0,435.0,403.0,494.0,,0
475,bent,,interior,vertical,219.53,211.47,107.07,180.0,211.67,67.42,67,107,3253.0,junction,junction,0.0,1985.0,349.0,260.0,353.0,,0
496,bent,,boundary,vertical,222.47,217.93,19.07,257.29,211.17,70.08,19,70,3610.0,junction,junction,0.0,2203.0,435.0,260.0,277.0,,0
497,bent,,boundary,vertical,297.5,210.42,28.69,257.29,211.17,70.08,29,70,3353.0,partial,junction,0.0,2046.0,532.0,285.0,261.0,,0
523,bent,,interior,vertical,374.23,209.85,109.0,335.86,210.93,69.57,70,109,3197.0,junction,junction,0.0,1951.0,329.0,329.0,233.0,,0
569,bent,,boundary,vertical,531.02,208.88,29.52,486.32,210.32,75.8,30,76,3739.0,partial,junction,0.0,2282.0,479.0,385.0,217.0,,0
644,bent,,boundary,vertical,678.04,215.07,22.18,725.23,205.85,70.62,22,71,3965.0,junction,junction,0.0,2419.0,520.0,479.0,602.0,,0
652,bent,,boundary,vertical,761.33,244.78,71.44,732.0,254.0,25.0,25,71,3236.0,junction,junction,0.0,1975.0,349.0,285.0,513.0,,0
659,bent,,boundary,vertical,736.12,284.71,64.28,732.0,254.0,25.0,25,64,2907.0,junction,junction,0.0,1774.0,402.0,201.0,521.0,,0
721,bent,,boundary,vertical,220.1,328.7,68.5,259.5,335.0,20.0,20,68,3649.0,junction,junction,0.0,2226.0,520.0,419.0,475.0,,0
727,bent,,boundary,vertical,258.27,290.0,68.55,259.5,335.0,20.0,20,69,3847.0,junction,junction,0.0,2347.0,581.0,385.0,323.0,,0
761,bent,,boundary,vertical,373.0,355.75,21.0,375.5,328.83,69.22,21,69,3212.0,junction,junction,0.0,1960.0,435.0,201.0,392.0,,0
792,bent,,interior,vertical,453.86,327.29,69.86,492.18,327.27,109.36,70,109,3198.0,junction,junction,0.0,1951.0,349.0,260.0,292.0,,0
846,bent,,interior,vertical,686.82,324.18,70.09,648.2,325.0,109.53,70,110,3207.0,junction,junction,0.0,1957.0,329.0,201.0,350.0,,0
860,bent,,boundary,vertical,757.67,277.25,32.33,762.1,321.6,69.7,32,70,3379.0,junction,junction,0.0,2062.0,329.0,285.0,250.0,,0
865,bent,,boundary,vertical,757.67,277.25,32.33,736.12,284.71,64.28,32,64,2280.0,junction,junction,0.0,1391.0,435.0,403.0,393.0,,0
927,bent,,boundary,vertical,191.56,446.2,62.94,181.85,407.02,28.32,28,63,3090.0,junction,partial,0.0,1885.0,385.0,201.0,444.0,,0
933,bent,,boundary,vertical,221.89,448.89,24.22,220.07,407.29,68.93,24,69,3550.0,junction,junction,0.0,2166.0,435.0,385.0,428.0,,0
995,bent,,boundary,vertical,415.56,367.44,70.11,422.66,401.86,20.6,21,70,3528.0,junction,junction,0.0,2152.0,435.0,329.0,278.0,,0
1105,bent,,boundary,vertical,68.0,524.5,31.5,67.57,484.71,68.86,32,69,3171.0,junction,junction,0.0,1935.0,349.0,285.0,234.0,,0
1116,bent,,boundary,vertical,142.76,485.59,68.59,105.0,486.0,24.0,24,69,3395.0,junction,junction,0.0,2072.0,435.0,403.0,379.0,,0
1147,bent,,boundary,vertical,182.0,525.43,69.07,185.25,483.17,22.17,22,69,3673.0,junction,junction,0.0,2241.0,435.0,367.0,226.0,,0
1156,bent,,boundary,vertical,221.89,448.89,24.22,259.54,446.77,69.31,24,69,3415.0,junction,junction,0.0,2084.0,479.0,419.0,545.0,,0
1167,bent,,boundary,vertical,259.54,446.77,69.31,270.17,487.33,20.75,21,69,3728.0,junction,junction,0.0,2274.0,435.0,260.0,252.0,,0
1180,bent,,boundary,vertical,298.85,445.42,28.74,337.77,446.54,69.31,29,69,3267.0,partial,junction,0.0,1993.0,419.0,367.0,231.0,,0
1184,bent,,interior,vertical,298.29,485.86,69.57,338.07,486.07,108.93,70,109,3251.0,junction,junction,0.0,1984.0,349.0,285.0,234.0,,0
1207,bent,,interior,vertical,454.29,445.79,109.29,414.93,445.57,70.0,70,109,3231.0,junction,junction,0.0,1971.0,349.0,232.0,320.0,,0
1219,bent,,boundary,vertical,415.85,524.46,69.92,411.0,487.0,20.0,20,70,3637.0,junction,junction,0.0,2219.0,435.0,260.0,335.0,,0
1225,bent,,boundary,vertical,454.5,518.5,22.5,454.8,484.87,69.87,22,70,3375.0,junction,junction,0.0,2059.0,435.0,285.0,272.0,,0
1273,bent,,boundary,vertical,611.6,517.4,21.6,610.64,482.64,70.86,22,71,3503.0,junction,junction,0.0,2137.0,435.0,260.0,618.0,,0
1279,bent,,interior,vertical,688.0,442.08,110.17,649.15,443.08,70.31,70,110,3234.0,junction,junction,0.0,1973.0,349.0,329.0,236.0,,0
1281,bent,,boundary,vertical,610.64,482.64,70.86,648.97,474.83,20.83,21,71,3689.0,junction,junction,0.0,2251.0,435.0,385.0,396.0,,0
1284,bent,,boundary,vertical,687.5,481.0,71.5,648.97,474.83,20.83,21,72,3716.0,junction,junction,0.0,2267.0,435.0,419.0,269.0,,0
1305,bent,,boundary,vertical,756.46,439.62,25.62,727.23,441.38,70.77,26,71,3126.0,junction,junction,0.0,1908.0,403.0,201.0,1030.0,,0
1352,bent,,boundary,vertical,144.75,524.25,22.25,182.0,525.43,69.07,22,69,3477.0,junction,junction,0.0,2121.0,479.0,385.0,272.0,,0
1360,bent,,boundary,vertical,220.77,564.31,69.77,184.0,562.4,22.12,22,70,3498.0,junction,junction,0.0,2135.0,435.0,329.0,389.0,,0
1381,bent,,boundary,vertical,220.77,564.31,69.77,262.6,561.23,20.22,20,70,3772.0,junction,junction,0.0,2302.0,435.0,349.0,238.0,,0
1408,bent,,boundary,vertical,377.36,563.93,69.36,338.5,560.5,25.0,25,69,3432.0,junction,junction,0.0,2094.0,493.0,479.0,288.0,,0
1420,bent,,boundary,vertical,375.5,514.83,19.17,377.36,563.93,69.36,19,69,4081.0,junction,junction,0.0,2490.0,479.0,403.0,618.0,,0
1424,bent,,boundary,vertical,375.5,514.83,19.17,415.85,524.46,69.92,19,70,3808.0,junction,junction,0.0,2324.0,479.0,285.0,348.0,,0
1444,bent,,boundary,vertical,454.5,518.5,22.5,455.08,563.15,70.23,22,70,3798.0,junction,junction,0.0,2317.0,435.0,367.0,243.0,,0
1448,bent,,boundary,vertical,454.5,518.5,22.5,494.45,523.91,70.64,22,71,3648.0,junction,junction,0.0,2226.0,493.0,435.0,252.0,,0
1453,bent,,boundary,vertical,455.08,563.15,70.23,493.5,561.0,19.7,20,70,3690.0,junction,junction,0.0,2252.0,479.0,329.0,272.0,,0
1459,bent,,boundary,vertical,494.45,523.91,70.64,493.5,561.0,19.7,20,71,3661.0,junction,junction,0.0,2234.0,465.0,385.0,286.0,,0
1463,bent,,boundary,vertical,494.43,602.5,69.29,493.5,561.0,19.7,20,69,3757.0,junction,junction,0.0,2293.0,435.0,329.0,253.0,,0
1464,bent,,boundary,flat,533.56,521.81,21.41,572.75,563.5,23.25,21,23,3326.0,junction,junction,0.0,2029.0,1992.0,1877.0,658.0,,0
1472,bent,,boundary,vertical,533.56,521.81,21.41,571.92,523.08,71.23,21,71,3654.0,junction,junction,0.0,2230.0,493.0,435.0,2137.0,,0
1496,bent,,boundary,vertical,611.6,517.4,21.6,649.73,521.18,70.27,22,70,3599.0,junction,junction,0.0,2196.0,479.0,419.0,624.0,,0
1504,bent,,boundary,vertical,690.0,560.08,70.83,645.89,561.67,22.89,23,71,3786.0,junction,junction,0.0,2310.0,479.0,435.0,358.0,,0
1507,bent,,boundary,vertical,649.73,521.18,70.27,645.89,561.67,22.89,23,70,3628.0,junction,junction,0.0,2214.0,435.0,385.0,326.0,,0
1517,bent,,boundary,vertical,685.67,597.0,24.67,690.0,560.08,70.83,25,71,3444.0,junction,junction,0.0,2101.0,385.0,349.0,264.0,,0
1520,bent,,boundary,vertical,758.11,520.78,25.89,764.22,558.67,70.44,26,70,3417.0,junction,junction,0.0,2085.0,329.0,232.0,295.0,,0
1521,bent,,boundary,vertical,764.0,596.5,32.5,764.22,558.67,70.44,32,70,3113.0,junction,junction,0.0,1900.0,349.0,329.0,221.0,,0
1532,bent,,boundary,vertical,764.22,558.67,70.44,724.0,558.67,27.0,27,70,3440.0,junction,junction,0.0,2099.0,403.0,385.0,235.0,,0
1616,bent,,boundary,vertical,301.75,600.0,23.0,299.14,643.43,69.29,23,69,3691.0,junction,junction,0.0,2252.0,465.0,385.0,283.0,,0
1718,bent,,interior,vertical,611.45,600.91,109.36,650.38,599.54,70.69,71,109,3189.0,junction,junction,0.0,1946.0,329.0,260.0,243.0,,0
1744,bent,,boundary,vertical,685.67,597.0,24.67,735.3,598.4,76.5,25,76,4170.0,junction,junction,0.0,2545.0,435.0,403.0,228.0,,0
1908,bent,,boundary,vertical,456.38,679.62,28.5,495.21,681.21,69.79,28,70,3295.0,junction,junction,0.0,2010.0,435.0,419.0,216.0,,0
2021,bent,,boundary,vertical,65.06,130.56,106.0,64.78,92.0,145.89,106,146,3223.0,junction,junction,0.0,1967.0,285.0,232.0,237.0,,0
2051,bent,,boundary,vertical,222.97,52.12,179.94,179.75,55.62,145.94,146,180,3201.0,junction,junction,0.0,1953.0,329.0,260.0,236.0,,0
2097,bent,,boundary,vertical,374.0,54.67,108.0,334.75,54.58,147.5,108,148,3235.0,junction,junction,0.0,1974.0,285.0,232.0,349.0,,0
2122,bent,,boundary,vertical,373.55,54.82,186.18,412.0,54.38,147.88,148,186,3154.0,junction,junction,0.0,1924.0,285.0,260.0,218.0,,0
2146,bent,,boundary,vertical,452.2,54.4,187.0,490.43,53.57,147.86,148,187,3179.0,junction,junction,0.0,1940.0,329.0,260.0,234.0,,0
2169,bent,,boundary,vertical,611.61,49.33,106.22,568.0,52.83,148.17,106,148,3521.0,junction,junction,0.0,2149.0,329.0,329.0,216.0,,0
2194,bent,,boundary,vertical,607.58,52.33,187.17,646.38,53.12,148.12,148,187,3198.0,junction,junction,0.0,1951.0,329.0,260.0,317.0,,0
2295,bent,,interior,vertical,295.67,132.0,186.33,257.23,131.38,147.77,148,186,3164.0,junction,junction,0.0,1930.0,329.0,260.0,233.0,,0
2364,bent,,interior,vertical,452.31,130.38,108.92,490.83,129.83,148.5,109,148,3209.0,junction,junction,0.0,1958.0,329.0,260.0,304.0,,0
2412,bent,,interior,vertical,608.47,129.73,108.87,646.82,129.06,149.12,109,149,3231.0,junction,junction,0.0,1971.0,329.0,232.0,330.0,,0
2517,bent,,interior,vertical,219.56,249.89,148.11,258.62,249.62,108.77,109,148,3221.0,junction,junction,0.0,1965.0,329.0,232.0,408.0,,0
2522,bent,,interior,vertical,298.09,249.77,148.82,258.21,248.93,186.57,149,187,3191.0,junction,junction,0.0,1947.0,285.0,260.0,306.0,,0
2561,bent,,interior,vertical,452.73,210.6,108.08,414.7,209.35,147.05,108,147,3164.0,junction,junction,0.0,1931.0,329.0,260.0,236.0,,0
2570,bent,,interior,vertical,453.0,249.15,148.54,414.11,249.11,187.22,149,187,3187.0,junction,junction,0.0,1945.0,329.0,260.0,233.0,,0
2613,bent,,interior,vertical,531.0,248.25,148.67,569.75,247.58,109.67,110,149,3194.0,junction,junction,0.0,1949.0,329.0,232.0,236.0,,0
2633,bent,,interior,vertical,686.08,206.08,109.75,647.7,207.6,148.15,110,148,3156.0,junction,junction,0.0,1926.0,329.0,260.0,255.0,,0
2809,bent,,interior,vertical,453.33,327.17,148.33,492.18,327.27,109.36,109,148,3197.0,junction,junction,0.0,1951.0,329.0,260.0,303.0,,0
2888,bent,,boundary,vertical,762.36,322.07,148.64,726.64,323.45,110.0,110,149,3058.0,junction,junction,0.0,1866.0,349.0,260.0,364.0,,0
3199,bent,,interior,vertical,376.33,445.33,187.5,337.0,445.77,147.69,148,188,3252.0,junction,junction,0.0,1984.0,285.0,232.0,312.0,,0
3295,bent,,interior,vertical,688.14,442.57,188.14,649.62,443.23,149.38,149,188,3175.0,junction,junction,0.0,1938.0,329.0,260.0,259.0,,0
3572,bent,,interior,vertical,142.8,643.1,147.3,104.17,642.5,107.58,108,147,3219.0,junction,junction,0.0,1964.0,329.0,232.0,351.0,,0
3638,bent,,interior,vertical,299.64,603.09,186.05,338.33,603.4,147.47,147,186,3175.0,junction,junction,0.0,1937.0,329.0,260.0,247.0,,0
3882,bent,,interior,vertical,378.08,721.08,147.69,339.09,721.36,186.55,148,187,3198.0,junction,junction,0.0,1951.0,260.0,260.0,246.0,,0
3904,bent,,interior,vertical,378.08,721.08,147.69,417.11,720.89,186.89,148,187,3214.0,junction,junction,0.0,1961.0,285.0,232.0,256.0,,0
4064,bent,,boundary,vertical,139.43,55.14,185.0,177.31,55.62,225.94,185,226,3241.0,junction,junction,0.0,1977.0,329.0,285.0,233.0,,0
